,result,table,_time,cpuUsage,diskRead,diskUsage,diskWrite,memoryUsage,networkDownload,networkUpload
,_result,0,2026-09-03T04:00:33.71Z,15.85,7336241.2529557785,62.48,8948577.24577454,23.7,7604122.990237019,6572167.556459867
,_result,0,2026-09-03T04:00:34.501Z,96.97,4896373.92526272,15.15,4369655.515003229,85.86,5694020.973466475,5744049.589901312
,_result,0,2026-09-03T04:00:43.72Z,47,4283814.016817261,54.63,9699510.668757435,41.32,2113880.109105515,4662429.394747421
,_result,0,2026-09-03T04:00:44.511Z,77.11,5911874.668615728,29.36,4653960.779702008,92.36,5387003.625876498,2851691.7943755304
,_result,0,2026-09-03T04:00:53.727Z,97.33,5195314.454141652,67.45,9068896.556272639,79.7,7300840.530819922,5487762.99411944
,_result,0,2026-09-03T04:00:54.52Z,90.22,223653.6303397596,2.74,6613911.654304178,68.87,8039071.176697139,3712504.315284262
,_result,0,2026-09-03T04:01:03.735Z,65.33,2505197.4625190566,22.58,5593146.056166572,57.28,6522280.222317306,6255376.291394373
,_result,0,2026-09-03T04:01:04.528Z,42.15,7287232.333494964,15.22,1979635.0508352767,58.85,3579538.931265376,1462085.4807587613
,_result,0,2026-09-03T04:01:13.745Z,13.3,9034587.235860849,37.13,2040788.9803415502,29.38,4967804.577747856,9078257.624684367
,_result,0,2026-09-03T04:01:14.536Z,70.12,6731616.676759362,88.65,1602040.116234702,1,9156698.275273858,8662842.532945145
,_result,0,2026-09-03T04:01:23.752Z,0.46,2588346.158880553,10.48,4638131.106199456,62.22,8202014.888484289,3264149.5633570706
,_result,0,2026-09-03T04:01:24.545Z,68.04,2909776.1720240545,1.17,4466697.933818637,71.95,7975246.102111957,9183255.617936552
,_result,0,2026-09-03T04:01:33.759Z,48.95,8316329.746858934,67.26,1421534.5211332098,12.8,4549140.000918068,7891548.276803564
,_result,0,2026-09-03T04:01:34.554Z,27.52,2008267.8820287348,0.26,3921143.2667494304,44.9,7661835.417344561,3838044.1905215033
,_result,0,2026-09-03T04:01:43.773Z,37.81,6327428.014966807,64.73,7869962.907062824,68.15,289961.31484449125,1494798.1964936352
,_result,0,2026-09-03T04:01:44.563Z,87.06,7826420.096807176,44.29,5619543.188832168,91.43,697582.8114364146,126706.94131823535
,_result,0,2026-09-03T04:01:53.783Z,19.25,9279146.013257012,53.6,6219063.834383308,77.54,8544622.83460821,7309556.911253479
,_result,0,2026-09-03T04:01:54.572Z,94.08,3579815.2999219843,75.47,5212933.133858861,56.06,5910839.75833623,9477071.724717408
,_result,0,2026-09-03T04:02:03.791Z,2.54,6178275.401044278,61.89,8442046.22456393,33.47,3013287.2335846606,9723773.032212248
,_result,0,2026-09-03T04:02:04.579Z,56.7,3836248.194769182,76.04,3886779.4602090833,77.54,9900438.68585338,5993668.089666497
,_result,0,2026-09-03T04:02:13.8Z,40.95,1410916.4952081533,93.09,5489496.986541508,47.63,7041454.758480234,5638960.795702262
,_result,0,2026-09-03T04:02:14.588Z,47.52,8385313.367818811,34.97,7428410.379917315,88.04,389972.19254892855,2310341.587351218
,_result,0,2026-09-03T04:02:23.809Z,81.22,8753953.427881142,8.49,7984855.993978894,26.79,8472142.115232518,4127571.564171539
,_result,0,2026-09-03T04:02:24.598Z,23.49,5660570.427325819,6.35,6587037.481247067,4.72,7468653.548185295,8582985.3609448
,_result,0,2026-09-03T04:02:33.817Z,35.7,7856596.13532921,44.36,5013410.5778929535,49.38,4837203.84834966,2576896.5884080953
,_result,0,2026-09-03T04:02:34.605Z,82.87,6364601.82629271,47.56,5577865.766413048,19.02,3533112.973679725,8509997.54645878
,_result,0,2026-09-03T04:02:43.826Z,16.09,2480297.4549364233,35.8,6532503.316703844,71.57,4329210.578032155,591609.3132402955
,_result,0,2026-09-03T04:02:44.614Z,8.55,7608827.303823441,73.23,7703146.407554241,43.75,9344243.90286529,2427804.5660392167
,_result,0,2026-09-03T04:02:53.834Z,72.36,8362354.927173016,19.63,8473480.755143374,55.52,5043869.436042129,7285796.41843018
,_result,0,2026-09-03T04:02:54.624Z,94.46,7264953.382867759,22.77,258142.78814249692,71.66,3728193.2602763646,8337149.021922999
,_result,0,2026-09-03T04:03:03.843Z,35.88,4717471.516421281,34.6,4337103.932084511,31.41,5337302.472697134,3687196.4146756073
,_result,0,2026-09-03T04:03:04.633Z,78.69,4337138.652440765,46.09,859519.1281555181,9.18,5833025.741803686,4721280.989932172
,_result,0,2026-09-03T04:03:13.852Z,46.54,6316452.656114984,2.83,6875922.631611706,22.2,5808482.072339377,7317603.3344778195
,_result,0,2026-09-03T04:03:14.64Z,85.29,9582123.406614764,68.88,271643.10222488997,49.95,3361687.4631580217,8675264.114279559
,_result,0,2026-09-03T04:03:23.861Z,68.88,404882.91768666304,90.81,2709255.7888494795,88.89,3486750.0617875666,2163434.7166046486
,_result,0,2026-09-03T04:03:24.65Z,95.64,183312.0418104428,30.13,4506389.352589491,22.67,5216969.162746502,9197804.393224012
,_result,0,2026-09-03T04:03:33.871Z,11.36,43778.509185129486,31.53,7163011.419246782,68.06,2379737.5300259707,3567151.393032645
,_result,0,2026-09-03T04:03:34.658Z,7.11,1662788.395841913,98.89,5232148.073841534,40.41,3614971.269483427,9043569.027058156
,_result,0,2026-09-03T04:03:43.879Z,11.51,7675954.813845655,64.89,5158466.10435825,45.67,4374528.106773141,7554394.8713925965
,_result,0,2026-09-03T04:03:44.666Z,99.13,500766.163291827,73.63,4345624.113898425,56.77,5893078.7976120645,4426856.631578639
,_result,0,2026-09-03T04:03:53.887Z,70.44,833150.1364884019,44.84,9965803.126524597,64.62,3217842.405995186,3068.0429683593857
,_result,0,2026-09-03T04:03:54.675Z,15.62,5122917.686986553,41.98,3499415.218773887,1.43,5936962.48237225,9469605.037559558
,_result,0,2026-09-03T04:04:03.895Z,91.19,3930335.5414569476,50.17,1651931.6347072388,41.01,4041986.2724720733,4151161.83791436
,_result,0,2026-09-03T04:04:04.684Z,87.56,4140631.312255679,13.06,9129586.783981645,67.68,8357104.614452544,8009460.471348861
,_result,0,2026-09-03T04:04:13.903Z,57.21,952076.9664569162,68.31,6641137.653520297,95.28,5448927.243826862,9049947.963269658
,_result,0,2026-09-03T04:04:14.692Z,88.06,5253736.876066694,71.55,5773966.663485388,27.98,2693357.4426549347,6890966.321209022
,_result,0,2026-09-03T04:04:23.914Z,66.51,5919816.19801112,93.58,457817.8230195296,18.69,6715733.586775941,8275875.584633116
,_result,0,2026-09-03T04:04:24.7Z,34.91,9908917.424191883,73.6,2495009.6881218986,47.72,1137701.5799943835,5029616.042851172
,_result,0,2026-09-03T04:04:33.92Z,91.82,6285666.593354046,61.81,9669341.556187782,42.27,7413404.316654513,9204695.52044573
,_result,0,2026-09-03T04:04:34.706Z,22.84,3674254.4612075402,63.64,9081496.775836954,98.77,7613356.281641752,1939554.0966633752
,_result,0,2026-09-03T04:04:43.928Z,64.19,3627127.186440553,58.51,1742010.746337005,78.51,203729.33485033107,7490946.552243013
,_result,0,2026-09-03T04:04:44.713Z,64.35,9693955.618718507,77.61,519983.0618939538,81.56,8628816.13499073,3006892.6748420643
,_result,0,2026-09-03T04:04:53.935Z,49.33,6368354.781673069,10.54,1669894.0338654856,80.2,4149612.7859801347,6565642.591614201
,_result,0,2026-09-03T04:04:54.721Z,85.29,6014124.0976375155,91.77,6384622.20081836,40.3,3970478.9730621283,4666949.397608197
,_result,0,2026-09-03T04:05:03.943Z,80.87,8105862.988123213,51.58,5067755.401061099,35.37,8193237.453488334,2482421.6317156367
,_result,0,2026-09-03T04:05:04.728Z,11.47,6995652.703779006,69.64,2938162.231299637,46.63,63071.60857097482,1880631.6415850732
,_result,0,2026-09-03T04:05:13.951Z,55.39,881219.7016738399,71.02,5159488.192432302,9.98,9543709.29639296,1174470.5938692302
,_result,0,2026-09-03T04:05:14.736Z,12.69,9527950.498715572,18.25,6347480.805121979,29.38,7944425.77474025,7879067.3724725265
,_result,0,2026-09-03T04:05:19.882Z,27.96,9081471.214317081,96.1,2929617.406659107,13.33,6899331.82875729,9306370.507061642
,_result,0,2026-09-03T04:05:19.912Z,0.89,6626549.070545899,27.56,3656282.343590256,16.98,8676961.845327707,4962057.53242042
,_result,0,2026-09-03T04:05:19.941Z,37.31,2149093.247729631,44.17,2175848.115158834,1.72,4713924.460547857,5002073.02510089
,_result,0,2026-09-03T04:05:19.971Z,23.47,8478193.776950799,68.61,3068278.78729223,72.1,3885924.450448783,3114593.9594268356
,_result,0,2026-09-03T04:05:19.993Z,25.23,8730683.01442883,41.68,1051353.8782593023,7.04,4248701.958378942,4048825.983067159
,_result,0,2026-09-03T04:05:20.018Z,35.27,8251461.337965533,29.54,9463777.207672758,1.88,621417.194811309,7759182.447575282
,_result,0,2026-09-03T04:05:20.047Z,78.64,9965209.570863219,43.67,1774196.3391729486,64.64,1236151.0900747997,6070847.329084458
,_result,0,2026-09-03T04:05:20.077Z,96.67,8132792.694611439,1.42,9156844.513425207,23.3,7131383.960678403,9403266.727498772
,_result,0,2026-09-03T04:05:20.105Z,8.14,6855848.134113209,6.9,77815.0042340331,41.62,5489159.858290101,1015251.6131925171
,_result,0,2026-09-03T04:05:20.13Z,72.11,2320447.179724442,0.08,1054393.8956180708,80.44,9545121.592678268,6016388.933544309
,_result,0,2026-09-03T04:05:20.141Z,67.96,5434770.280462188,42.13,2507985.7279514004,68.62,2429091.8082140954,6374884.706096946
,_result,0,2026-09-03T04:05:20.167Z,40.74,177422.9508796432,13.78,7461095.197400882,35.05,6903259.9155326765,1985280.1532665766
,_result,0,2026-09-03T04:05:20.175Z,36.25,7271631.615590086,11.79,149337.83208627594,55.73,8015036.106273827,8810547.443483502
,_result,0,2026-09-03T04:05:20.196Z,69.98,2660339.6308417916,13.45,834124.4158175698,54.04,9101389.840273963,4170408.342916496
,_result,0,2026-09-03T04:05:20.207Z,7.13,8648215.683638355,32.54,7339384.875891074,66.61,4153959.1938983146,7120225.026248158
,_result,0,2026-09-03T04:05:20.225Z,36.71,5805718.071179858,51.95,4939935.171172452,76.08,5288259.827760041,8045866.490802356
,_result,0,2026-09-03T04:05:20.237Z,35.33,6858826.0339743,67.97,8356211.266909688,96.19,5578779.92659619,5307056.089756149
,_result,0,2026-09-03T04:05:20.252Z,95.64,7545330.737218767,79.44,2873879.589609871,64.64,51722.672195050334,6899581.29590981
,_result,0,2026-09-03T04:05:20.262Z,26.34,6226797.707259692,93.16,526782.2773457642,20.77,7657312.298294112,8506111.481708817
,_result,0,2026-09-03T04:05:20.28Z,62.36,733669.3750109846,10.33,5564652.4014412165,67.58,3790245.918333326,7569136.05909652
,_result,0,2026-09-03T04:05:20.29Z,31.75,500399.23412649176,65.54,6940003.362905801,45.19,9637650.246596044,7511819.562199727
,_result,0,2026-09-03T04:05:20.306Z,80.53,3331201.438953727,73.43,8045624.899822244,4.03,18261.356430271382,1197667.5379485858
,_result,0,2026-09-03T04:05:20.316Z,87.32,6023372.647360903,12.1,4163419.9031620766,53.54,423783.67354519386,7037669.021577545
,_result,0,2026-09-03T04:05:20.335Z,44.89,4883341.263193386,73.22,464278.8049158486,76.15,6676628.763176037,2579530.7373744235
,_result,0,2026-09-03T04:05:20.366Z,4.24,2588489.5884629423,70.6,5311667.046042652,61.97,6698703.073440508,218547.49804329
,_result,0,2026-09-03T04:05:20.389Z,16.67,1167423.175179143,47.73,6304364.107291194,66.34,8301124.642797816,2367311.375640265
,_result,0,2026-09-03T04:05:20.422Z,25.6,4559739.46116386,74.88,942189.5071392994,63.74,3164614.4626261084,6701567.52770749
,_result,0,2026-09-03T04:05:20.443Z,32.04,2706718.7667689375,76.25,2977779.987724999,3.57,4254645.877623509,4226882.586941312
,_result,0,2026-09-03T04:05:20.474Z,55.86,8701481.54084224,63.83,4555196.674456624,65.49,4643294.496606884,1966734.4289152867
,_result,0,2026-09-03T04:05:20.494Z,77.83,7466414.626700722,72.81,763122.9755614877,97.05,6212984.69207974,4688862.916508693
,_result,0,2026-09-03T04:05:20.528Z,6.71,2421009.283990959,18.26,276284.32357701624,69.89,7221286.988842341,7128124.661749926
,_result,0,2026-09-03T04:05:20.553Z,74.84,9763032.959667692,27.69,5033166.917483427,74.6,994885.7344275829,3466291.6083995188
,_result,0,2026-09-03T04:05:20.585Z,71.6,749091.681559787,56.41,1115780.1798908962,23.14,2453924.324254326,900745.6594262342
,_result,0,2026-09-03T04:05:20.614Z,40.79,5940923.322064881,42.66,9166485.302355735,26.04,5602344.75230447,2617228.1736074197
,_result,0,2026-09-03T04:05:20.64Z,46.03,2182799.932055405,76.73,9083763.711185934,70.06,4958365.81169909,1534608.3360516327
,_result,0,2026-09-03T04:05:20.676Z,27.9,7471467.681559992,11.06,5643299.0832694,66.35,8287901.892447103,13482.33724624892
,_result,0,2026-09-03T04:05:20.692Z,15.29,5043403.221948962,92.26,1452427.0929107675,36.38,9826400.262485588,1615441.0394561226
,_result,0,2026-09-03T04:05:20.71Z,86.45,5194926.893743536,21.76,7852366.317876539,94.08,698836.9289147123,4694209.447854471
,_result,0,2026-09-03T04:05:20.724Z,16.31,8042666.698941283,31.47,6761770.32150551,91.8,6108320.040814751,2108874.876819382
,_result,0,2026-09-03T04:05:20.743Z,90.95,3095509.9242506335,88.04,7002585.66546317,62.01,7607420.561704545,9609465.444248237
,_result,0,2026-09-03T04:05:20.754Z,57.26,1894505.5017406386,66.21,10125.72078971541,26.38,2759685.536077353,3122082.8062114436
,_result,0,2026-09-03T04:05:20.771Z,26.58,1063916.5746928502,43.13,8845401.644154938,92.39,1681936.8681689927,4611144.039924119
,_result,0,2026-09-03T04:05:20.783Z,67.25,189875.96525330664,73.74,9024892.3399669,28.37,5726477.127726659,5247692.912731314
,_result,0,2026-09-03T04:05:20.801Z,19.39,7238304.686668734,10.35,4058447.6188530973,96.69,8910974.156033598,5503146.707244673
,_result,0,2026-09-03T04:05:20.814Z,20.33,3847375.4608549816,97.71,7030400.701655865,82.92,9122840.396903371,4194300.734337428
,_result,0,2026-09-03T04:05:20.832Z,97.23,9352622.268680904,24.4,1175739.8679382824,15.52,7976891.748862971,3260735.9322239393
,_result,0,2026-09-03T04:05:20.844Z,33.2,8954387.963682415,6.19,1242506.1635211743,89.67,1495683.0637554475,6794383.306249171
,_result,0,2026-09-03T04:05:20.859Z,52.32,7683908.866694107,86.39,2328087.031935259,70.03,2950304.701431162,67581.63700174124
,_result,0,2026-09-03T04:05:20.873Z,6.11,2605681.4556873753,55.77,7902483.1291527515,93.61,5320492.511329044,7657985.386539359
,_result,0,2026-09-03T04:05:20.888Z,44.75,758056.8789601516,24.02,5805777.062136414,98.25,6018617.153812951,6638283.2079595355
,_result,0,2026-09-03T04:05:20.898Z,12.7,5712175.792199425,51.92,1200377.7435410058,73.42,5578798.739701137,4204024.263990189
,_result,0,2026-09-03T04:05:20.907Z,76.02,4798949.179776612,45.21,4070879.6627644794,72.92,7472521.703581108,317875.8964821482
,_result,0,2026-09-03T04:05:20.926Z,46.95,5687712.771175737,61.29,5202085.729114374,56.38,4334997.769644443,4746480.655576847
,_result,0,2026-09-03T04:05:20.951Z,33.38,1477409.099445598,63.07,2358966.5077130795,20.29,199357.4632592954,8729021.461440882
,_result,0,2026-09-03T04:05:20.98Z,57.04,7085760.538832629,40.57,2192138.14989353,9.98,4872300.419576684,6839529.2056110045
,_result,0,2026-09-03T04:05:21.006Z,64.77,522132.28082043095,16.3,6149290.470281077,14.26,2227301.397757646,3664427.6379407714
,_result,0,2026-09-03T04:05:21.037Z,55.6,3423793.1047565574,25.31,3140045.2257162957,85.5,1607387.6578332991,8594122.255954148
,_result,0,2026-09-03T04:05:21.058Z,88.75,2144057.1617517513,1.83,6936007.92722972,42.11,5953775.373377635,9678425.365199931
,_result,0,2026-09-03T04:05:21.085Z,51.53,8783455.197740657,62.25,1497757.972831889,94.89,3933490.8917412837,4332663.509842296
,_result,0,2026-09-03T04:05:21.113Z,68.72,145998.7676097496,96.34,9095544.571423434,88.43,785712.5650065732,5210715.43758525
,_result,0,2026-09-03T04:05:21.138Z,7.52,6521843.393404119,31.49,1159696.661084716,57.05,2799992.5204769215,7923406.481335941
,_result,0,2026-09-03T04:05:21.176Z,51.47,1948083.9755797463,16.84,2376298.912819127,4.93,9617971.389097484,9728626.535603615
,_result,0,2026-09-03T04:05:21.2Z,53.33,8230313.841259329,89.63,1669833.502867637,7.63,1246059.7736242872,2271833.81992195
,_result,0,2026-09-03T04:05:21.231Z,83.93,7093749.881269722,44.24,3247267.6088612094,29.93,5733705.269438231,7438672.837475499
,_result,0,2026-09-03T04:05:21.257Z,88.03,8933680.555159515,29.97,7664624.929627053,33.69,9386080.403936641,2395460.190806853
,_result,0,2026-09-03T04:05:21.288Z,46.5,8458346.344330741,35.69,6931921.221611046,75.72,6111201.004323503,7419648.735301242
,_result,0,2026-09-03T04:05:21.311Z,87.75,660456.1934651443,54.86,1136039.5355448094,51.03,4709505.467291167,5187097.748804743
,_result,0,2026-09-03T04:05:21.343Z,99.58,7093373.697929579,97.96,8448431.034680571,17.56,2198519.535607497,684662.4560766912
,_result,0,2026-09-03T04:05:21.364Z,63.09,544110.3859500862,13.44,9848182.663686723,45.45,7428885.064716401,4836409.263219429
,_result,0,2026-09-03T04:05:21.401Z,41.36,4086034.9258468733,51.25,5194473.004398943,9.53,8016773.2441925425,7983350.432152087
,_result,0,2026-09-03T04:05:21.419Z,31.66,2913047.5506404275,23.66,8517114.28505504,10.49,6601226.5361792995,7788161.722846699
,_result,0,2026-09-03T04:05:21.428Z,9.99,7079514.954578137,50.3,566540.3509119571,18.41,8653789.559110507,2311488.341852751
,_result,0,2026-09-03T04:05:21.449Z,30.82,1745253.7674842717,51.78,6415312.595563211,90.71,3234857.995374245,9042185.287671465
,_result,0,2026-09-03T04:05:21.481Z,83.88,8307939.098641782,84.93,7206891.857598627,12.72,2581856.59317944,8803682.494374823
,_result,0,2026-09-03T04:05:21.508Z,43.71,2155878.2670282195,55.2,4005610.1171669387,36.92,99483.0213991993,9831901.09924484
,_result,0,2026-09-03T04:05:21.541Z,44.34,3856196.303431796,90.73,5912061.973287957,17.18,2144172.0550586483,1899453.0043306057
,_result,0,2026-09-03T04:05:21.563Z,62.57,6146449.606946053,57.58,4108208.4868488545,12.85,1741145.745171586,6461765.366555402
,_result,0,2026-09-03T04:05:21.592Z,89.67,1866298.6503283584,36.56,6300575.295654673,1.42,5629805.906483685,6930051.451270931
,_result,0,2026-09-03T04:05:21.616Z,16.43,4198415.581081902,82.84,9193564.266395133,68.85,6540381.331290052,5069219.733863439
,_result,0,2026-09-03T04:05:21.649Z,67.76,3803243.7744706715,35.82,3762996.5841584024,88.03,3862299.6552556143,7862762.2633167105
,_result,0,2026-09-03T04:05:21.671Z,81.36,1174747.2709764228,18.5,9678611.555622572,92.58,2087430.6127073683,9933418.866763787
,_result,0,2026-09-03T04:05:21.708Z,30.27,790177.7893255368,44.91,9613815.224294478,31.44,3947041.7420249814,701000.1272963972
,_result,0,2026-09-03T04:05:21.733Z,20.33,451497.2035182707,38.93,6555849.843427493,36.82,8161191.45148007,5574774.280986395
,_result,0,2026-09-03T04:05:21.765Z,20.26,245195.84253254623,96.57,2104711.7674351656,61.92,5085009.148965519,4718161.538803014
,_result,0,2026-09-03T04:05:21.783Z,0.63,2220000.997285494,6.76,2785564.8663703157,25.6,4337122.385960815,309066.9706814375
,_result,0,2026-09-03T04:05:21.795Z,33.02,3275806.916519243,94.08,4484571.68988903,65.23,2958099.0631800606,313820.4225996066
,_result,0,2026-09-03T04:05:21.811Z,82.38,8963611.387613915,36.73,5973645.57222796,87.44,1681270.0840893923,5800652.378119969
,_result,0,2026-09-03T04:05:21.83Z,78.29,2224718.13320287,38.71,2338475.187559741,52.23,920618.5898388552,9170390.186988939
,_result,0,2026-09-03T04:05:21.84Z,16.91,5893785.202132274,25.07,7480798.461251598,29.43,2706445.3721579006,3720936.6087445505
,_result,0,2026-09-03T04:05:21.855Z,5.98,3652164.2603260875,71.89,3528425.0951012587,0.15,8807797.779794998,524321.0646162189
,_result,0,2026-09-03T04:05:21.865Z,21.99,7897919.62825845,59.73,7633396.21522859,26.42,5180667.016483502,2709927.3267944455
,_result,0,2026-09-03T04:05:21.887Z,57.77,5566275.737766155,38.89,5975918.809698449,85.88,5719252.760151602,9864561.963237613
,_result,0,2026-09-03T04:05:21.914Z,43.42,4640291.14385834,55.83,9452700.86577897,61.66,4821080.508380491,2516731.383652696
,_result,0,2026-09-03T04:05:21.937Z,23.35,3341673.9769980796,99.02,6842374.900734187,72.78,4178256.568084675,7184722.571314173
,_result,0,2026-09-03T04:05:21.958Z,23.15,6010474.785788175,83.33,8806901.547668114,96.07,4828632.652508938,1922985.5034246536
,_result,0,2026-09-03T04:05:21.965Z,60,6080295.200204352,73.78,7474860.337277359,23.77,6841015.713327125,8185717.827460848
,_result,0,2026-09-03T04:05:21.985Z,0.67,9872886.167383222,36.91,8507765.267132318,81.97,45036.62042517065,7389627.588165284
,_result,0,2026-09-03T04:05:22.004Z,61.87,3870268.5885049473,7.28,6719203.2970763305,76.39,5963645.97600892,1798590.3476129207
,_result,0,2026-09-03T04:05:22.033Z,57.1,1195669.630763192,28.84,5790708.600776196,21.24,3584454.7465243535,5918117.268568063
,_result,0,2026-09-03T04:05:22.064Z,41.19,5697724.962902689,66.69,2638008.213584808,13.19,4108178.980710323,8623676.215925558
,_result,0,2026-09-03T04:05:22.093Z,88.33,3732465.6389541845,91.82,897536.7831908221,10.42,4049235.225572956,5459924.874315863
,_result,0,2026-09-03T04:05:22.118Z,67.21,3111857.5503053935,59.29,7967487.34049778,95.98,9563110.69876335,3969492.281048703
,_result,0,2026-09-03T04:05:22.141Z,56.23,5519427.374568348,27.32,6094093.592462618,4.57,9801765.003530402,8978480.752081543
,_result,0,2026-09-03T04:05:22.172Z,62.52,3702655.735591922,56.11,4059181.824543582,86.48,2678165.1639975756,3857849.9892078345
,_result,0,2026-09-03T04:05:22.195Z,13.56,7991343.948304648,72.93,1461454.210677514,95.46,1992820.9286785247,4940344.603040752
,_result,0,2026-09-03T04:05:22.23Z,94.81,8310844.62443572,56.75,8183104.264627149,80.75,4383378.439164865,4010276.368518495
,_result,0,2026-09-03T04:05:22.255Z,62.88,2915987.252214921,7.71,7346308.667413935,8.06,4811179.24574105,901434.4084591663
,_result,0,2026-09-03T04:05:22.283Z,68.17,4303842.644278821,47.56,4366445.084527089,66.21,4345400.929463835,5031486.552198263
,_result,0,2026-09-03T04:05:22.314Z,8.59,808399.8392715052,93.42,1997125.7119875196,9.17,6250981.471971414,8458429.539432459
,_result,0,2026-09-03T04:05:22.34Z,52.23,1040967.4039089344,55.38,3138114.542330537,63.32,1173597.9243488815,8281864.709997099
,_result,0,2026-09-03T04:05:22.368Z,59.91,3937991.069609198,21.74,446365.8313383323,63.6,9271405.842501624,6367036.242113726
,_result,0,2026-09-03T04:05:22.395Z,40.12,9481571.02127288,39.27,607631.508624762,65.29,5004943.648546569,4026520.614824831
,_result,0,2026-09-03T04:05:22.421Z,23.15,8962954.033818757,0.64,2175268.387227588,96.84,9890454.749576468,1622393.9680998034
,_result,0,2026-09-03T04:05:22.444Z,28.05,580063.4509628522,73.9,6722304.154124571,91.87,5259813.734809731,6163817.553281901
,_result,0,2026-09-03T04:05:22.474Z,12.58,9360136.471137794,88.93,8083514.130359642,21.49,923195.1365990776,7595989.901735363
,_result,0,2026-09-03T04:05:22.498Z,69.61,7530845.361343883,36.39,4432957.367465885,88.81,4304556.236531058,7365535.320188641
,_result,0,2026-09-03T04:05:22.532Z,94.35,8175839.919063167,72.11,6428378.861496153,6.09,9602822.063841973,2559564.4844891718
,_result,0,2026-09-03T04:05:22.559Z,77.94,4208810.801330281,60.59,2393254.393508526,36.19,428367.769694793,2385024.1777811265
,_result,0,2026-09-03T04:05:22.591Z,7.74,440187.30662467756,5.95,1084290.2237827613,33.98,8282639.708170887,3769628.2546637105
,_result,0,2026-09-03T04:05:22.612Z,14.26,6638236.522237725,31.22,127485.51348069182,65.37,3265731.5447907285,621214.9462334448
,_result,0,2026-09-03T04:05:22.621Z,77.93,1557095.6164295846,16.27,2848675.2112246817,64.03,3834429.9145099446,912363.6402120028
,_result,0,2026-09-03T04:05:22.646Z,66.78,2257899.415301582,0.57,5510998.041620761,62.47,9308747.483433217,2049368.237818149
,_result,0,2026-09-03T04:05:22.654Z,46.22,1124434.925099216,38.91,632686.0052690019,8.4,4072078.268269461,805460.6628484263
,_result,0,2026-09-03T04:05:22.674Z,43.52,30231.42944293511,7.83,8836651.951465297,46.61,3132859.643203646,5303123.468448459
,_result,0,2026-09-03T04:05:22.684Z,15.03,2442185.009360165,97.52,1029815.1975022651,70.46,2366304.605687174,7855440.283631783
,_result,0,2026-09-03T04:05:22.706Z,0.92,1543149.077240239,62.24,8196273.091334686,34.98,9462645.931853298,5812155.005865145
,_result,0,2026-09-03T04:05:22.717Z,24.06,58655.98348355205,26.57,9576418.541779323,8.15,8773928.559887787,2240775.690396817
,_result,0,2026-09-03T04:05:22.735Z,26.42,3958962.102015878,13.71,9488372.7192453,5.03,7917919.167388631,8807700.107868169
,_result,0,2026-09-03T04:05:22.77Z,55.93,4314832.620068478,62.77,6445713.472757356,91.66,3429154.8049772005,2973851.395143651
,_result,0,2026-09-03T04:05:22.793Z,33.97,317004.2998221489,50.94,5480298.0220939135,99.68,2575389.6338186734,7712473.740067192
,_result,0,2026-09-03T04:05:22.829Z,37.45,6776213.047111661,90.51,8954619.35248903,14.46,8785443.438463628,9999640.541639624
,_result,0,2026-09-03T04:05:22.851Z,32.02,1045124.1633835939,43.73,7868856.272625903,31.32,3614546.422109585,5083181.96334421
,_result,0,2026-09-03T04:05:22.886Z,7.34,7235013.320583661,71.5,1145822.736048573,9.11,9352339.836720178,1587936.7936874179
,_result,0,2026-09-03T04:05:22.921Z,41.12,1181014.9238270873,54.03,4730354.015903604,16.59,9210097.435882077,1994991.2630262456
,_result,0,2026-09-03T04:05:22.961Z,57.51,4295591.539103633,54.83,7955762.196288431,60.99,859111.4381763721,8329843.941747927
,_result,0,2026-09-03T04:05:22.993Z,74.75,7030772.9434523815,47.61,4073814.2684621424,2.34,5904585.03749211,5591017.026148731
,_result,0,2026-09-03T04:05:23.016Z,91.64,9308164.736825736,54.98,2986322.755569867,26.75,2316437.1304698507,4903230.9549992895
,_result,0,2026-09-03T04:05:23.057Z,77.09,8532818.432416545,71.03,5803048.1789828325,41.94,1338388.429416587,2254724.580020221
,_result,0,2026-09-03T04:05:23.08Z,66.48,2616487.8327887096,60.58,3478962.7297880687,0.66,9710250.955841612,4509505.177404567
,_result,0,2026-09-03T04:05:23.115Z,59.4,3415134.1508025844,45.53,8152116.9169378895,49.14,6045605.562794261,9678394.839084368
,_result,0,2026-09-03T04:05:23.134Z,92.67,1658684.044498404,20.69,2395919.8944375115,87.5,484897.6820878248,9222205.797317145
,_result,0,2026-09-03T04:05:23.167Z,34.45,7666866.006075108,52.15,4113613.309404428,64.51,2194325.9632577295,2687193.6738017765
,_result,0,2026-09-03T04:05:23.187Z,73.83,2729253.2896285458,96.45,8365199.456099552,40.39,8332820.684929168,5833059.023087261
,_result,0,2026-09-03T04:05:23.219Z,80.95,5311011.193643946,16.2,104879.42579289644,57.03,9501248.362005863,8275541.612993726
,_result,0,2026-09-03T04:05:23.24Z,66.79,8075890.985867603,33.59,5610293.980134127,88.76,8542870.856862117,7164564.29129921
,_result,0,2026-09-03T04:05:23.251Z,18.97,402870.8655711111,46.36,7000526.873045873,94.48,9850212.39691362,4686715.212839588
,_result,0,2026-09-03T04:05:23.272Z,30.83,327359.56162333157,12.61,3424168.833138442,84.05,6625017.048404086,842034.3173484767
